standard_id,section_order,section_id,section_number,section_name,requirement,is_required,item_order,content_requirement,status,version,updated_at
FBEP_MASTER_LANDINGPAGE_V1,16,MLP_SECTION_16,16,Kosten und Konditionen,PFLICHT,True,2,Währung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,16,MLP_SECTION_16,16,Kosten und Konditionen,PFLICHT,True,3,Bezugszeitraum,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,16,MLP_SECTION_16,16,Kosten und Konditionen,PFLICHT,True,4,Datenstand,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,16,MLP_SECTION_16,16,Kosten und Konditionen,PFLICHT,True,5,Hinweis auf mögliche Änderungen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,17,MLP_SECTION_17,17,Ablauf,PFLICHT,True,1,Information lesen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,17,MLP_SECTION_17,17,Ablauf,PFLICHT,True,2,Externes Angebot öffnen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,17,MLP_SECTION_17,17,Ablauf,PFLICHT,True,3,Angaben beim Partner eingeben,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,17,MLP_SECTION_17,17,Ablauf,PFLICHT,True,4,Bedingungen prüfen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,17,MLP_SECTION_17,17,Ablauf,PFLICHT,True,5,Entscheidung beim Partner treffen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,18,MLP_SECTION_18,18,Vergleich und Alternativen,OPTIONAL,False,1,Vergleichskriterien,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,18,MLP_SECTION_18,18,Vergleich und Alternativen,OPTIONAL,False,2,Alternative Angebote,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,18,MLP_SECTION_18,18,Vergleich und Alternativen,OPTIONAL,False,3,Keine unbelegte Rangfolge,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,19,MLP_SECTION_19,19,Entscheidungshilfe,PFLICHT,True,1,Wann sinnvoll,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,19,MLP_SECTION_19,19,Entscheidungshilfe,PFLICHT,True,2,Wann weiter vergleichen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,19,MLP_SECTION_19,19,Entscheidungshilfe,PFLICHT,True,3,Welche Bedingungen prüfen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,20,MLP_SECTION_20,20,FAQ,PFLICHT,True,1,Drei bis acht relevante Fragen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,20,MLP_SECTION_20,20,FAQ,PFLICHT,True,2,Direkte Antworten,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,20,MLP_SECTION_20,20,FAQ,PFLICHT,True,3,Keine künstlichen Keyword-Fragen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,21,MLP_SECTION_21,21,Quellen,PFLICHT,True,1,Offizielle Produktquellen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,21,MLP_SECTION_21,21,Quellen,PFLICHT,True,2,Partnerunterlagen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,21,MLP_SECTION_21,21,Quellen,PFLICHT,True,3,Vertragsbedingungen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,21,MLP_SECTION_21,21,Quellen,PFLICHT,True,4,Prüfdatum,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,22,MLP_SECTION_22,22,Autor und redaktionelle Verantwortung,PFLICHT,True,1,Autor,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,22,MLP_SECTION_22,22,Autor und redaktionelle Verantwortung,PFLICHT,True,2,Rolle,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,22,MLP_SECTION_22,22,Autor und redaktionelle Verantwortung,PFLICHT,True,3,Verantwortliche Redaktion,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,22,MLP_SECTION_22,22,Autor und redaktionelle Verantwortung,PFLICHT,True,4,Keine erfundenen Qualifikationen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,23,MLP_SECTION_23,23,Veröffentlichungs- und Aktualisierungsdaten,PFLICHT,True,1,Erstveröffentlichung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,23,MLP_SECTION_23,23,Veröffentlichungs- und Aktualisierungsdaten,PFLICHT,True,2,Letzte fachliche Prüfung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,23,MLP_SECTION_23,23,Veröffentlichungs- und Aktualisierungsdaten,PFLICHT,True,3,Letzte Aktualisierung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,24,MLP_SECTION_24,24,Affiliate-Hinweis,PFLICHT,True,1,Vergütung transparent erklären,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,24,MLP_SECTION_24,24,Affiliate-Hinweis,PFLICHT,True,2,Kein versteckter kommerzieller Zusammenhang,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,24,MLP_SECTION_24,24,Affiliate-Hinweis,PFLICHT,True,3,Partnerabhängige Pflichttexte ergänzen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,25,MLP_SECTION_25,25,Partnerhinweis,PFLICHT,True,1,Externer Partner eindeutig benennen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,25,MLP_SECTION_25,25,Partnerhinweis,PFLICHT,True,2,Free Basics nicht als Anbieter darstellen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,25,MLP_SECTION_25,25,Partnerhinweis,PFLICHT,True,3,Tarifcheck-Tippgeberregel beachten,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,25,MLP_SECTION_25,25,Partnerhinweis,PFLICHT,True,4,Telekom-Shop-Sonderregel beachten,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,26,MLP_SECTION_26,26,Interne Links,PFLICHT,True,1,Übergeordnete Kategorie,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,26,MLP_SECTION_26,26,Interne Links,PFLICHT,True,2,Relevanter Ratgeber,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,26,MLP_SECTION_26,26,Interne Links,PFLICHT,True,3,Verwandte Inhalte,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,27,MLP_SECTION_27,27,YouTube,OPTIONAL,False,1,Nur bei echtem Mehrwert,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,27,MLP_SECTION_27,27,YouTube,OPTIONAL,False,2,Untertitel,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,27,MLP_SECTION_27,27,YouTube,OPTIONAL,False,3,Textzusammenfassung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,28,MLP_SECTION_28,28,Pinterest,OPTIONAL,False,1,Passende redaktionelle Verknüpfung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,28,MLP_SECTION_28,28,Pinterest,OPTIONAL,False,2,Zulässige Bilder,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,28,MLP_SECTION_28,28,Pinterest,OPTIONAL,False,3,Keine Ablenkung vom Hauptinhalt,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,29,MLP_SECTION_29,29,Newsletter,OPTIONAL,False,1,Freiwillige Anmeldung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,29,MLP_SECTION_29,29,Newsletter,OPTIONAL,False,2,Double-Opt-in,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,29,MLP_SECTION_29,29,Newsletter,OPTIONAL,False,3,Datenschutzhinweis,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,29,MLP_SECTION_29,29,Newsletter,OPTIONAL,False,4,Abmeldemöglichkeit,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,30,MLP_SECTION_30,30,Zusammenfassung,PFLICHT,True,1,Kernaussagen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,30,MLP_SECTION_30,30,Zusammenfassung,PFLICHT,True,2,Wichtige Einschränkungen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,30,MLP_SECTION_30,30,Zusammenfassung,PFLICHT,True,3,Nächster sinnvoller Schritt,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,31,MLP_SECTION_31,31,Abschließender CTA,PFLICHT,True,1,Werbekennzeichnung direkt davor,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,31,MLP_SECTION_31,31,Abschließender CTA,PFLICHT,True,2,Klares Klickziel,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,31,MLP_SECTION_31,31,Abschließender CTA,PFLICHT,True,3,Keine irreführende Formulierung,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,32,MLP_SECTION_32,32,Footer und Rechtliches,PFLICHT,True,1,Kontakt,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,32,MLP_SECTION_32,32,Footer und Rechtliches,PFLICHT,True,2,Impressum,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,32,MLP_SECTION_32,32,Footer und Rechtliches,PFLICHT,True,3,Datenschutz,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,32,MLP_SECTION_32,32,Footer und Rechtliches,PFLICHT,True,4,Cookie-Einstellungen,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
FBEP_MASTER_LANDINGPAGE_V1,32,MLP_SECTION_32,32,Footer und Rechtliches,PFLICHT,True,5,Affiliate-Transparenz,ACTIVE,1.0.0,2026-07-17T16:27:01.248803+00:00
